customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
SU71163,Arizona,M,College,0,59855,74,0,Personal Auto,Two-Door Car,355
BD35676,Arizona,M,Master,0,35296,126,0,Personal Auto,SUV,452
NI44621,Oregon,F,Master,0,36576,125,0,Personal Auto,SUV,113
EW33419,California,F,High School or Below,0,28513,100,0,Corporate Auto,SUV,480
HX44948,Oregon,M,Bachelor,0,85448,72,0,Special Auto,Four-Door Car,16
DL36983,Oregon,F,High School or Below,0,23791,110,0,Personal Auto,Two-Door Car,615
XR87264,California,F,Bachelor,0,20597,112,0,Personal Auto,Four-Door Car,615
NN99001,Arizona,F,College,0,56940,87,0,Personal Auto,Four-Door Car,512
XV95530,Oregon,M,Bachelor,0,93210,71,0,Personal Auto,Two-Door Car,74
OL97871,Oregon,F,Bachelor,0,48992,94,0,Personal Auto,Four-Door Car,426
HQ23708,Arizona,F,Master,0,53736,71,0,Personal Auto,Two-Door Car,169
WR63188,Arizona,M,College,0,25378,66,0,Personal Auto,Four-Door Car,419
NG82219,Oregon,F,Bachelor,0,76731,64,0,Personal Auto,Four-Door Car,201
KU29408,Washington,M,Master,0,37722,116,0,Corporate Auto,Sports Car,158
RE46783,California,F,Bachelor,0,69379,103,0,Personal Auto,Two-Door Car,494
RU94434,Oregon,M,High School or Below,0,57449,103,0,Personal Auto,Four-Door Car,494
GI82355,Arizona,M,Bachelor,0,0,68,0,Corporate Auto,Four-Door Car,326
VO26340,Nevada,M,College,0,0,93,0,Personal Auto,Two-Door Car,669
NV61299,Arizona,F,Bachelor,0,33806,89,0,Corporate Auto,Four-Door Car,395
DX31066,Washington,F,College,0,94041,66,0,Personal Auto,Four-Door Car,159
CY50337,Oregon,F,College,0,74965,90,0,Personal Auto,Four-Door Car,58
TJ20375,Arizona,F,High School or Below,0,34095,63,0,Personal Auto,Two-Door Car,302
EP72155,California,F,College,0,0,66,0,Personal Auto,Four-Door Car,316
JJ76159,California,M,College,0,96045,61,0,Corporate Auto,Four-Door Car,8
BG15419,Nevada,F,Bachelor,0,86355,118,0,Personal Auto,Sports Car,285
AO74776,California,F,High School or Below,0,27824,118,0,Personal Auto,SUV,566
HQ82233,California,M,High School or Below,0,42995,101,0,Personal Auto,SUV,410
OL72737,Oregon,F,High School or Below,0,21235,79,0,Personal Auto,Two-Door Car,244
ZQ59828,California,M,High School or Below,0,74585,106,0,Personal Auto,SUV,218
NZ15548,Oregon,M,Bachelor,0,41833,103,0,Personal Auto,Four-Door Car,643
XK61304,California,F,College,0,23908,70,0,Personal Auto,Four-Door Car,336
EJ44139,Oregon,M,Bachelor,0,0,65,0,Personal Auto,Two-Door Car,312
CM94425,Arizona,M,Bachelor,0,61953,113,0,Personal Auto,SUV,497
OV54878,California,M,Bachelor,0,0,142,0,Corporate Auto,SUV,1022
JF57282,Nevada,M,Bachelor,0,0,137,0,Personal Auto,SUV,657
MY37953,Arizona,F,Bachelor,0,73760,107,0,Personal Auto,Sports Car,230
XP64922,Oregon,F,College,0,23333,74,0,Corporate Auto,Four-Door Car,5
WL65572,California,M,College,0,0,61,0,Personal Auto,Four-Door Car,292
LN50325,Arizona,F,High School or Below,0,20440,128,0,Corporate Auto,Sports Car,614
HJ15383,Washington,M,Master,0,27658,68,0,Personal Auto,Four-Door Car,160
KH59823,California,M,College,0,50943,139,0,Special Auto,SUV,667
YM79169,California,M,Bachelor,0,19003,71,0,Personal Auto,Two-Door Car,34
DR38127,California,M,College,0,46703,108,0,Personal Auto,Four-Door Car,678
PU42145,California,M,Bachelor,0,14072,71,0,Personal Auto,Four-Door Car,511
KM33477,Oregon,M,College,0,21733,73,0,Corporate Auto,Four-Door Car,525
RI53167,Arizona,M,Bachelor,0,20811,61,0,Personal Auto,Four-Door Car,292
OF77789,Arizona,F,High School or Below,0,11904,61,0,Personal Auto,Two-Door Car,292
YB33445,Oregon,F,College,0,43490,114,0,Corporate Auto,SUV,174
BA17836,California,M,High School or Below,0,57340,67,0,Corporate Auto,Four-Door Car,159
JS43228,California,M,College,0,49088,97,0,Corporate Auto,Four-Door Car,698
BB11622,Nevada,M,Master,0,47761,131,0,Personal Auto,SUV,232
HQ70429,Washington,F,College,0,0,65,0,Personal Auto,Two-Door Car,163
WK88044,Arizona,M,Bachelor,0,61281,110,0,Personal Auto,SUV,79
LA80525,Nevada,M,Bachelor,0,0,82,0,Corporate Auto,Two-Door Car,393
EH16250,Arizona,M,Bachelor,0,25290,66,0,Personal Auto,Four-Door Car,382
PU41872,Arizona,F,High School or Below,0,24239,88,0,Personal Auto,Four-Door Car,48
HB85743,California,M,Bachelor,0,82664,114,0,Personal Auto,SUV,133
MM71959,Arizona,M,Bachelor,0,83210,110,0,Personal Auto,Sports Car,528
MB83663,Oregon,F,Bachelor,0,38736,81,0,Personal Auto,Two-Door Car,561
KR43119,California,M,College,0,0,66,0,Personal Auto,Four-Door Car,316
KH24214,Oregon,M,College,0,55437,64,0,Personal Auto,Four-Door Car,445
AC40767,Washington,M,Bachelors,0,68041,6464,0,Personal Auto,Two-Door Car,165
HP55391,Oregon,M,Master,0,0,71,0,Corporate Auto,Four-Door Car,407
EG62398,California,F,High School or Below,0,29066,100,0,Personal Auto,SUV,844
VS19949,Nevada,M,Bachelor,0,54337,72,0,Personal Auto,Four-Door Car,345
AM92343,Oregon,F,High School or Below,0,67616,96,0,Personal Auto,Four-Door Car,340
GI68556,California,F,Bachelor,0,41082,63,0,Personal Auto,Two-Door Car,106
JT11876,WA,F,High School or Below,0,0,10202,0,Personal Auto,Four-Door Car,626
XR64251,Nevada,F,Master,0,36650,69,0,Personal Auto,Four-Door Car,56
MK34957,Oregon,F,College,0,50631,112,0,Special Auto,SUV,784
GP18756,California,M,College,0,19592,92,0,Personal Auto,Four-Door Car,441
AP23850,WA,F,High School or Below,0,0,114,0,Personal Auto,Two-Door Car,547
KQ65521,Arizona,F,College,0,55761,115,0,Personal Auto,Sports Car,86
EJ19449,California,F,College,0,17576,71,0,Special Auto,Four-Door Car,398
QB70027,California,F,Bachelor,0,41449,89,0,Personal Auto,Four-Door Car,63
QW47320,Cali,F,Bachelor,0,14290,271,0,Personal Auto,Luxury SUV,1300
KH64733,Nevada,F,College,0,62007,73,0,Personal Auto,Four-Door Car,120
ON59472,Arizona,M,High School or Below,0,21921,206,0,Corporate Auto,Luxury SUV,1254
HP94242,Arizona,F,Bachelor,0,42621,66,0,Personal Auto,Four-Door Car,316
RV15398,Oregon,M,College,0,0,87,0,Personal Auto,Four-Door Car,417
EA25683,WA,M,High School or Below,0,63786,196,0,Corporate Auto,Luxury SUV,798
PW73754,Cali,F,High School or Below,0,0,104,0,Personal Auto,Sports Car,82
MC71942,Cali,F,High School or Below,0,82877,99,0,Personal Auto,Two-Door Car,22
OX72195,Arizona,M,College,0,0,63,0,Corporate Auto,Two-Door Car,302
YQ99152,Nevada,M,High School or Below,0,10475,88,0,Personal Auto,Two-Door Car,422
KI19439,Oregon,F,High School or Below,0,21952,66,0,Personal Auto,Four-Door Car,316
PM76175,Oregon,F,Bachelor,0,49721,132,0,Corporate Auto,Sports Car,639
US45383,Cali,M,College,0,88340,102,0,Personal Auto,Two-Door Car,489
GT38956,Cali,F,College,0,0,65,0,Personal Auto,Four-Door Car,312
SN41301,Oregon,M,Bachelor,0,0,65,0,Corporate Auto,Four-Door Car,468
BE62503,WA,F,College,0,24589,82,0,Personal Auto,Two-Door Car,511
PA16884,Cali,F,Bachelor,0,69379,103,0,Personal Auto,Two-Door Car,494
NC58480,Nevada,F,Bachelor,0,73769,61,0,Personal Auto,Four-Door Car,239
NS39326,Cali,F,College,0,66670,114,0,Personal Auto,SUV,518
PN18507,Arizona,M,Bachelor,0,88854,118,0,Personal Auto,Two-Door Car,715
EK91340,Oregon,M,Bachelor,0,31266,193,0,Corporate Auto,Luxury Car,926
JY16280,Cali,F,High School or Below,0,43860,65,0,Personal Auto,Four-Door Car,156
ZW71731,Cali,M,Bachelor,0,89284,133,0,Corporate Auto,SUV,402
ZC24631,Oregon,M,College,0,67267,89,0,Corporate Auto,Four-Door Car,94
YR34689,Cali,F,High School or Below,0,79270,95,0,Personal Auto,Four-Door Car,456
RT65829,Oregon,M,Bachelor,0,36692,109,0,Personal Auto,Four-Door Car,523
BZ12077,Oregon,F,High School or Below,0,0,119,0,Personal Auto,SUV,571
WM65373,Cali,F,College,0,0,107,0,Corporate Auto,SUV,513
NH35059,Nevada,M,College,0,0,105,0,Corporate Auto,Four-Door Car,504
QD38160,Oregon,M,College,0,0,135,0,Personal Auto,SUV,972
BM15160,Cali,F,High School or Below,0,44624,71,0,Special Auto,Four-Door Car,73
VY79030,Arizona,F,College,0,0,71,0,Corporate Auto,Four-Door Car,340
EV19512,Nevada,F,Master,0,19614,85,0,Personal Auto,Two-Door Car,574
TE13577,Oregon,F,College,0,0,64,0,Personal Auto,Four-Door Car,632
WY97929,Arizona,M,College,0,83846,74,0,Special Auto,Four-Door Car,355
YG20683,WA,M,College,0,51159,72,0,Personal Auto,Four-Door Car,4
FK75497,Cali,M,College,0,83772,62,0,Personal Auto,Two-Door Car,42
NE60110,Arizona,M,College,0,66839,154,0,Personal Auto,Sports Car,739
TN36521,Arizona,F,College,0,88440,70,0,Personal Auto,Two-Door Car,27
HG33568,Arizona,F,Master,0,25666,63,0,Personal Auto,Four-Door Car,270
TW17878,Oregon,F,High School or Below,0,52926,61,0,Personal Auto,Four-Door Car,292
ZO83562,Nevada,F,Bachelor,0,0,67,0,Personal Auto,Four-Door Car,494
CH97539,WA,F,Bachelor,0,40001,70,0,Personal Auto,Four-Door Car,142
CV29889,Cali,M,College,0,0,70,0,Personal Auto,Four-Door Car,425
MO33320,Oregon,M,College,0,18024,65,0,Personal Auto,Two-Door Car,312
QZ81258,Oregon,F,College,0,0,68,0,Personal Auto,Four-Door Car,326
NY56352,Oregon,F,Bachelor,0,23220,74,0,Personal Auto,Four-Door Car,251
EA27048,Cali,F,High School or Below,0,64125,108,0,Personal Auto,SUV,369
UT38865,Oregon,F,College,0,58042,62,0,Corporate Auto,Four-Door Car,161
QC89139,Oregon,F,High School or Below,0,90034,112,0,Corporate Auto,SUV,537
LA14484,Nevada,M,High School or Below,0,27972,61,0,Special Auto,Four-Door Car,292
HN57556,Cali,F,High School or Below,0,0,65,0,Personal Auto,Four-Door Car,312
CV31235,Arizona,M,Bachelor,0,50989,80,0,Corporate Auto,Four-Door Car,255
WR45726,Arizona,F,Bachelor,0,11885,101,0,Special Auto,Four-Door Car,484
LB25094,Cali,F,Bachelor,0,89451,63,0,Special Auto,Four-Door Car,61
KW56110,Oregon,M,Bachelor,0,0,182,0,Personal Auto,Luxury Car,1310
XO36233,WA,M,Bachelor,0,78904,109,0,Personal Auto,SUV,250
ZX86243,Arizona,M,Doctor,0,70247,83,0,Personal Auto,Four-Door Car,141
DW29763,Arizona,M,High School or Below,0,32653,67,0,Personal Auto,Two-Door Car,321
CT83377,WA,M,High School or Below,0,93595,97,0,Special Auto,Four-Door Car,49
OQ90898,Cali,M,Master,0,90279,115,0,Personal Auto,SUV,372
GO77248,Oregon,F,College,0,0,72,0,Personal Auto,Four-Door Car,542
QW33258,Cali,M,Bachelor,0,53310,189,0,Personal Auto,Luxury Car,1360
OU79745,Cali,M,College,0,0,105,0,Personal Auto,Four-Door Car,504
VZ79886,Oregon,F,Bachelor,0,22234,160,0,Personal Auto,SUV,768
FI92440,WA,F,High School or Below,0,91375,99,0,Personal Auto,Two-Door Car,72
YG85980,Nevada,F,High School or Below,0,22250,86,0,Personal Auto,Two-Door Car,720
QM74621,Oregon,M,Bachelor,0,0,80,0,Personal Auto,Four-Door Car,576
EI71732,Oregon,F,Doctor,0,0,84,0,Personal Auto,Four-Door Car,481
VN79010,Cali,F,High School or Below,0,51179,71,0,Corporate Auto,Four-Door Car,466
FI61723,Cali,M,Bachelor,0,38667,72,0,Personal Auto,Four-Door Car,159
OH55411,Cali,F,Master,0,79487,114,0,Corporate Auto,SUV,547
TF10720,Nevada,F,Doctor,0,67763,107,0,Personal Auto,Four-Door Car,41
NW30838,Nevada,M,High School or Below,0,0,62,0,Corporate Auto,Four-Door Car,503
CB58476,Oregon,F,College,0,0,71,0,Corporate Auto,Four-Door Car,859
WI69346,Cali,F,Master,0,71943,112,0,Corporate Auto,SUV,305
FS76657,Oregon,F,College,0,53526,68,0,Personal Auto,Four-Door Car,278
YX89016,Oregon,M,College,0,35005,295,0,Personal Auto,Luxury Car,1416
PK28821,Cali,M,College,0,24721,67,0,Personal Auto,Four-Door Car,139
MB51200,WA,M,College,0,0,102,0,Personal Auto,Four-Door Car,734
XG44587,Arizona,M,Master,0,88997,72,0,Personal Auto,Four-Door Car,174
FG91922,Arizona,M,Master,0,48587,111,0,Personal Auto,SUV,532
OM99303,Arizona,F,High School or Below,0,76310,67,0,Personal Auto,Two-Door Car,321
RV67546,Cali,M,Bachelor,0,73205,92,0,Personal Auto,Four-Door Car,37
UJ79253,Oregon,F,College,0,51056,78,0,Personal Auto,Four-Door Car,95
PN98247,Cali,M,College,0,58414,210,0,Personal Auto,Luxury SUV,1008
IB67546,Cali,F,Bachelor,0,23940,107,0,Personal Auto,SUV,513
OE19087,Cali,F,High School or Below,0,0,62,0,Personal Auto,Four-Door Car,446
CM95716,Cali,M,Bachelor,0,44216,71,0,Personal Auto,Four-Door Car,72
MW62634,Cali,M,High School or Below,0,27972,61,0,Corporate Auto,Four-Door Car,292
QW67581,Arizona,F,High School or Below,0,0,69,0,Personal Auto,Four-Door Car,331
SN16059,Cali,F,Master,0,29305,66,0,Personal Auto,Four-Door Car,475
OE51254,Cali,F,College,0,53882,69,0,Personal Auto,Four-Door Car,331
RM42344,Oregon,M,College,0,91757,69,0,Personal Auto,Four-Door Car,331
GB35238,Cali,F,Bachelor,0,33906,64,0,Personal Auto,Two-Door Car,401
ML82674,Oregon,M,Bachelor,0,68158,139,0,Personal Auto,SUV,253
EI85244,Cali,M,College,0,0,134,0,Personal Auto,SUV,643
DE28132,Oregon,M,College,0,42165,123,0,Corporate Auto,SUV,799
TV25678,WA,M,College,0,0,101,0,Personal Auto,SUV,727
TY26512,Cali,M,Doctor,0,30817,88,0,Personal Auto,Four-Door Car,91
OB69153,Cali,M,Bachelor,0,68074,65,0,Personal Auto,Four-Door Car,27
QZ77637,Washington,F,College,0,84978,35353,0,Corporate Auto,Four-Door Car,166
XN41715,Cali,F,Master,0,71135,92,0,Personal Auto,Four-Door Car,270
QR15857,Cali,F,College,0,0,61,0,Personal Auto,Two-Door Car,292
FL69363,Oregon,M,Master,0,37722,116,0,Personal Auto,Sports Car,158
IS30295,Arizona,F,Bachelor,0,0,139,0,Personal Auto,SUV,667
WA25797,Washington,Male,High School or Below,0,95697,107,0,Personal Auto,Sports Car,178
NL59519,Cali,F,College,0,64642,96,0,Personal Auto,Four-Door Car,404
ZU93025,Oregon,F,College,0,50071,71,0,Personal Auto,Two-Door Car,18
DK94262,Oregon,M,High School or Below,0,46754,106,0,Personal Auto,SUV,513
UQ30615,Cali,M,College,0,64801,64,0,Corporate Auto,Four-Door Car,268
OR40060,Arizona,M,Bachelor,0,70410,83,0,Personal Auto,Four-Door Car,131
DK32872,Nevada,F,High School or Below,0,66957,131,0,Personal Auto,SUV,628
FA46418,Nevada,F,High School or Below,0,24213,78,0,Personal Auto,Four-Door Car,374
ER19995,Washington,F,College,0,99790,6464,0,Personal Auto,Four-Door Car,178
KI75855,Oregon,M,Master,0,79751,63,0,Personal Auto,Two-Door Car,392
ND41876,Arizona,M,High School or Below,0,86122,182,0,Personal Auto,Luxury SUV,873
PN21042,Arizona,M,Bachelor,0,82297,116,0,Personal Auto,Sports Car,0
GJ43254,Washington,M,College,0,89057,98,0,Corporate Auto,Two-Door Car,187
AL46984,Cali,M,High School or Below,0,43259,73,0,Personal Auto,Four-Door Car,350
JP58047,Oregon,M,College,0,0,79,0,Personal Auto,Four-Door Car,379
ZE85014,Cali,M,College,0,25064,62,0,Personal Auto,Four-Door Car,297
KU88219,Arizona,M,Master,0,25816,119,0,Personal Auto,Sports Car,571
UU98729,Cali,M,Bachelor,0,0,73,0,Personal Auto,Four-Door Car,350
WS82822,Oregon,F,College,0,41662,69,0,Corporate Auto,Four-Door Car,217
YB49933,Arizona,M,Bachelor,0,96170,92,0,Personal Auto,Four-Door Car,441
XC16387,Arizona,F,High School or Below,0,46072,64,0,Personal Auto,Four-Door Car,25
XJ96748,Arizona,F,High School or Below,0,37931,99,0,Personal Auto,Four-Door Car,475
TM98684,Oregon,M,High School or Below,0,35127,62,0,Personal Auto,Four-Door Car,297
AY18433,Washington,F,High School or Below,0,45473,76,0,Special Auto,Two-Door Car,188
DM74502,Nevada,F,College,0,93087,131,0,Corporate Auto,Sports Car,628
FT56968,Arizona,M,High School or Below,0,22398,67,0,Personal Auto,Four-Door Car,321
OX36896,Cali,M,High School or Below,0,92983,87,0,Corporate Auto,Four-Door Car,153
BZ65376,Arizona,M,Bachelor,0,27689,239,0,Personal Auto,Luxury SUV,2893
LN34660,Cali,F,College,0,69654,118,0,Corporate Auto,SUV,629
JC29295,Cali,F,Bachelor,0,80744,111,0,Personal Auto,SUV,361
KJ87930,Cali,F,Bachelor,0,0,112,0,Corporate Auto,SUV,1185
XT36360,Arizona,F,High School or Below,0,0,64,0,Personal Auto,Four-Door Car,460
IX35050,Arizona,M,Bachelor,0,76358,66,0,Special Auto,Four-Door Car,86
UN97379,Oregon,M,Bachelor,0,18608,71,0,Corporate Auto,Four-Door Car,340
MR57294,Cali,M,High School or Below,0,73168,70,0,Personal Auto,Four-Door Car,425
UG79499,Washington,M,Bachelor,0,70930,99,0,Personal Auto,Four-Door Car,190
UA50747,Washington,F,High School or Below,0,62262,72,0,Corporate Auto,Four-Door Car,193
GL20444,Nevada,F,Master,0,91474,113,0,Corporate Auto,Two-Door Car,24
SP58110,Cali,F,Bachelor,0,61469,63,0,Personal Auto,Four-Door Car,302
XM91635,Arizona,F,High School or Below,0,16618,62,0,Special Auto,Four-Door Car,219
TV82603,Cali,F,Bachelor,0,48081,188,0,Personal Auto,Luxury SUV,881
BB82067,Oregon,M,Doctor,0,67632,121,0,Personal Auto,Sports Car,26
JP94676,Oregon,F,Bachelor,0,34115,119,0,Personal Auto,SUV,466
VU53417,Arizona,M,High School or Below,0,23051,99,0,Personal Auto,Two-Door Car,475
IW54795,Cali,M,College,0,23748,99,0,Personal Auto,Four-Door Car,607
RN78170,Arizona,F,College,0,40589,69,0,Corporate Auto,Four-Door Car,331
IX55883,Cali,F,College,0,50809,83,0,Personal Auto,Four-Door Car,290
XM72420,Arizona,F,High School or Below,0,66676,97,0,Personal Auto,Four-Door Car,558
GC15104,Nevada,F,Bachelor,0,52339,70,0,Corporate Auto,Four-Door Car,336
RX13282,Oregon,M,Bachelor,0,14973,115,0,Personal Auto,SUV,828
QA85890,Arizona,F,High School or Below,0,0,83,0,Corporate Auto,Four-Door Car,540
IR62668,Arizona,F,Bachelor,0,31546,65,0,Personal Auto,Four-Door Car,100
AL96740,Cali,F,College,0,67763,73,0,Personal Auto,Four-Door Car,59
SS48498,Washington,F,College,0,20836,79,0,Corporate Auto,Four-Door Car,193
PE39479,Washington,M,College,0,88592,76,0,Corporate Auto,Four-Door Car,199
JH62891,Oregon,F,College,0,66943,65,0,Special Auto,Four-Door Car,53
FI20423,Arizona,F,High School or Below,0,81872,115,0,Special Auto,Four-Door Car,256
PM13394,Washington,F,College,0,22404,70,0,Personal Auto,Four-Door Car,211
YV67971,Cali,F,High School or Below,0,21342,62,0,Personal Auto,Four-Door Car,74
QD31377,Cali,M,Bachelor,0,34621,108,0,Corporate Auto,SUV,621
YG10247,Oregon,M,College,0,62396,64,0,Personal Auto,Four-Door Car,307
FE73696,Oregon,M,High School or Below,0,97212,93,0,Personal Auto,Two-Door Car,360
SW19699,Arizona,F,Bachelor,0,49648,70,0,Personal Auto,Four-Door Car,65
QJ40732,Arizona,M,College,0,97984,61,0,Personal Auto,Four-Door Car,407
HM76207,Cali,F,College,0,26308,114,0,Corporate Auto,SUV,547
NT59303,Oregon,F,College,0,63528,256,0,Personal Auto,Luxury Car,1228
PU41393,Nevada,M,College,0,20225,114,0,Special Auto,SUV,547
QO86948,Nevada,M,High School or Below,0,0,112,0,Personal Auto,SUV,806
QN10888,Oregon,F,High School or Below,0,87620,64,0,Personal Auto,Four-Door Car,24
VY19543,Cali,F,Bachelor,0,0,72,0,Corporate Auto,Four-Door Car,311
XC15133,Nevada,F,Master,0,34990,65,0,Personal Auto,Four-Door Car,42
ST43550,Oregon,M,Bachelor,0,99934,71,0,Special Auto,Four-Door Car,460
FX36546,Washington,M,Master,0,60804,92,0,Personal Auto,Four-Door Car,213
JX68983,Oregon,M,Bachelor,0,94648,69,0,Personal Auto,Four-Door Car,331
HX78576,Cali,F,High School or Below,0,24516,71,0,Personal Auto,Four-Door Car,300
ZQ11381,Arizona,M,Bachelor,0,61063,85,0,Personal Auto,Four-Door Car,262
ON39271,Cali,M,Master,0,0,74,0,Personal Auto,Two-Door Car,263
SB18278,Oregon,M,Bachelor,0,0,64,0,Corporate Auto,Four-Door Car,307
ZT30559,Cali,F,High School or Below,0,15169,63,0,Personal Auto,Four-Door Car,302
XI41106,Arizona,M,College,0,55390,71,0,Corporate Auto,Two-Door Car,256
ZS88847,Oregon,F,Bachelor,0,27592,62,0,Personal Auto,Four-Door Car,297
RU49126,Washington,F,College,0,61846,112,0,Personal Auto,SUV,215
KR62797,Arizona,F,High School or Below,0,83297,113,0,Personal Auto,SUV,542
ZJ73220,Arizona,F,College,0,0,188,0,Special Auto,Luxury Car,1353
FY62633,Oregon,M,Bachelor,0,0,90,0,Personal Auto,Four-Door Car,432
CU36986,Cali,F,High School or Below,0,55897,104,0,Personal Auto,Four-Door Car,499
WZ53904,Arizona,M,Bachelor,0,21297,71,0,Personal Auto,Four-Door Car,45
AA71604,Arizona,F,Master,0,87560,98,0,Personal Auto,Two-Door Car,470
TD10493,Oregon,F,High School or Below,0,0,96,0,Personal Auto,Four-Door Car,691
LY97989,Oregon,F,Bachelor,0,0,85,0,Personal Auto,Four-Door Car,408
VX39856,Arizona,F,Doctor,0,89398,86,0,Personal Auto,Four-Door Car,82
TP51897,Cali,F,College,0,36843,68,0,Corporate Auto,Four-Door Car,357
QQ89253,Oregon,F,College,0,0,134,0,Personal Auto,SUV,643
EI91403,Cali,M,High School or Below,0,34946,65,0,Personal Auto,Two-Door Car,420
QG15435,Arizona,F,College,0,75680,78,0,Personal Auto,Four-Door Car,136
FZ55002,Nevada,F,Doctor,0,0,69,0,Personal Auto,Four-Door Car,331
HX77930,Washington,F,College,0,49532,79,0,Personal Auto,Four-Door Car,220
UN37063,Arizona,M,Bachelor,0,10269,65,0,Personal Auto,Two-Door Car,170
VB87946,Cali,M,College,0,49714,63,0,Personal Auto,Four-Door Car,266
AB60627,Cali,M,High School or Below,0,77517,129,0,Corporate Auto,SUV,98
TA34903,Oregon,M,High School or Below,0,81082,73,0,Personal Auto,Four-Door Car,281
AQ51368,Oregon,F,Bachelor,0,72540,88,0,Corporate Auto,Two-Door Car,631
NZ26102,Oregon,F,High School or Below,0,0,65,0,Personal Auto,Four-Door Car,468
GB45753,Cali,M,High School or Below,0,61546,68,0,Corporate Auto,Two-Door Car,29
BV79904,Cali,F,Master,0,44818,67,0,Personal Auto,Two-Door Car,136
OB49075,Arizona,M,Bachelor,0,17622,65,0,Personal Auto,Four-Door Car,312
DS97676,Oregon,F,College,0,0,72,0,Personal Auto,Four-Door Car,518
JO63462,Cali,M,Bachelor,0,79797,84,0,Corporate Auto,Two-Door Car,31
NJ10602,Washington,F,College,0,92717,70,0,Personal Auto,Two-Door Car,224
RS24501,Oregon,F,College,0,28919,173,0,Personal Auto,SUV,830
VT78274,Arizona,M,College,0,0,68,0,Personal Auto,Four-Door Car,480
SU56153,Nevada,M,Bachelor,0,63568,65,0,Corporate Auto,Two-Door Car,390
MN20737,Nevada,F,College,0,73935,64,0,Corporate Auto,Four-Door Car,72
KL43114,Arizona,F,High School or Below,0,0,66,0,Corporate Auto,Two-Door Car,316
YQ15567,Oregon,F,Bachelor,0,18846,115,0,Personal Auto,SUV,552
TR88637,Arizona,F,High School or Below,0,38893,103,0,Personal Auto,SUV,41
TC88986,Oregon,M,High School or Below,0,0,153,0,Special Auto,SUV,1027
XX88577,Cali,M,Bachelor,0,84824,196,0,Corporate Auto,SUV,319
NE49052,Cali,F,High School or Below,0,20068,86,0,Corporate Auto,Four-Door Car,411
KX17826,Oregon,M,Doctor,0,0,125,0,Corporate Auto,SUV,600
CC91503,Arizona,F,High School or Below,0,0,135,0,Personal Auto,Sports Car,648
WH32183,Cali,M,Bachelor,0,97245,70,0,Personal Auto,Four-Door Car,4
ES90681,Cali,F,College,0,51808,61,0,Personal Auto,Four-Door Car,351
DW96592,Cali,M,Bachelor,0,71391,67,0,Personal Auto,Four-Door Car,284
MT23134,Oregon,M,High School or Below,0,0,73,0,Personal Auto,Two-Door Car,496
BM69081,Arizona,M,Bachelor,0,0,100,0,Personal Auto,SUV,925
MB90871,Oregon,F,College,0,23496,77,0,Special Auto,Four-Door Car,13
GT62080,Washington,M,High School or Below,0,55561,63,0,Personal Auto,Four-Door Car,227
QL77686,Nevada,F,College,0,23986,119,0,Corporate Auto,SUV,463
ON77827,Arizona,F,Master,0,22974,71,0,Personal Auto,Four-Door Car,180
KP18988,Oregon,F,High School or Below,0,0,101,0,Personal Auto,Four-Door Car,484
TI92884,Arizona,M,Bachelor,0,61844,106,0,Personal Auto,Sports Car,508
JH73503,Arizona,M,Doctor,0,24804,73,0,Personal Auto,Two-Door Car,350
YE97964,Cali,F,Bachelor,0,27760,104,0,Personal Auto,SUV,302
VA30351,Oregon,F,High School or Below,0,74454,71,0,Personal Auto,Four-Door Car,340
PV55726,Oregon,F,Master,0,29462,107,0,Personal Auto,SUV,513
UC88305,Arizona,F,College,0,52266,68,0,Corporate Auto,Two-Door Car,141
TS53809,Oregon,M,Bachelor,0,0,70,0,Personal Auto,Two-Door Car,349
ZV32120,Cali,M,Doctor,0,23599,103,0,Corporate Auto,SUV,494
FB80807,Oregon,M,Bachelor,0,36088,72,0,Personal Auto,Four-Door Car,345
AS55677,Cali,F,High School or Below,0,70534,104,0,Personal Auto,Four-Door Car,54
WA15684,Oregon,M,College,0,27398,125,0,Personal Auto,SUV,600
SA50567,Nevada,M,Bachelor,0,85296,68,0,Personal Auto,Four-Door Car,342
KJ31611,Arizona,M,High School or Below,0,31063,92,0,Personal Auto,Four-Door Car,441
VL37375,Cali,M,Bachelor,0,0,92,0,Personal Auto,Two-Door Car,1027
KN21017,Nevada,M,High School or Below,0,52367,81,0,Personal Auto,Four-Door Car,275
PX44289,Arizona,M,College,0,58651,71,0,Personal Auto,Four-Door Car,472
AM97901,Nevada,F,College,0,84831,192,0,Special Auto,Sports Car,1336
RE42925,Oregon,M,Bachelor,0,49088,114,0,Corporate Auto,SUV,547
TR81766,Cali,F,College,0,70263,93,0,Corporate Auto,Two-Door Car,7
CH85057,Oregon,F,Doctor,0,45354,285,0,Personal Auto,Luxury SUV,540
UP71482,Arizona,M,High School or Below,0,0,63,0,Personal Auto,Four-Door Car,383
EG40670,Cali,F,Bachelor,0,28334,83,0,Special Auto,Four-Door Car,537
HV83672,Oregon,F,Bachelor,0,38772,90,0,Personal Auto,Four-Door Car,321
MG10140,Oregon,F,College,0,41479,94,0,Personal Auto,Two-Door Car,19
TC44716,Cali,M,Bachelor,0,23909,119,0,Personal Auto,SUV,571
QO65264,Cali,M,College,0,48328,63,0,Personal Auto,Two-Door Car,108
