customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,total_claim_amount,policy_type,vehicle_class
MZ65087,Oregon,M,College,0,92678,70,0,34,Personal Auto,Four-Door Car
EL61402,Arizona,F,Bachelor,0,74257,76,0,214,Personal Auto,Four-Door Car
CJ31839,California,M,Bachelor,0,99981,71,0,204,Special Auto,Four-Door Car
XM11175,Arizona,M,College,0,0,91,0,655,Personal Auto,Four-Door Car
LF41085,Arizona,F,College,0,19591,74,0,95,Personal Auto,Two-Door Car
MB19556,California,F,College,0,29095,127,0,664,Personal Auto,SUV
HC74532,Oregon,F,Bachelor,0,0,62,0,389,Corporate Auto,Four-Door Car
SB66770,Arizona,M,Master,0,60880,119,0,109,Corporate Auto,Two-Door Car
JI25066,AZ,F,Bachelor,0,61785,61,0,271,Personal Auto,Two-Door Car
PY98958,Oregon,M,Bachelor,0,44428,104,0,499,Special Auto,SUV
RA65645,California,M,High School or Below,0,95697,107,0,178,Personal Auto,Sports Car
FQ79356,California,F,Bachelor,0,18064,63,0,182,Personal Auto,Four-Door Car
TM25808,California,M,High School or Below,0,74720,70,0,200,Personal Auto,Two-Door Car
XO46388,California,F,Bachelor,0,22594,67,0,321,Personal Auto,Four-Door Car
LB81265,AZ,F,Bachelor,0,40987,73,0,329,Personal Auto,Four-Door Car
JR38787,Nevada,M,High School or Below,0,24561,126,0,853,Personal Auto,SUV
KZ22690,California,F,College,0,76456,83,0,42,Personal Auto,Four-Door Car
NY49598,California,M,College,0,65828,62,0,297,Personal Auto,Four-Door Car
KY39767,Oregon,F,College,0,0,68,0,489,Personal Auto,Four-Door Car
YU35386,AZ,F,Bachelor,0,63621,70,0,444,Personal Auto,Four-Door Car
TF82172,AZ,M,College,0,10074,107,0,108,Corporate Auto,SUV
ER40041,Oregon,F,College,0,78965,183,0,145,Personal Auto,Luxury Car
MS39869,Nevada,F,College,0,0,68,0,479,Personal Auto,Four-Door Car
PV77906,AZ,M,Bachelor,0,23604,64,0,460,Corporate Auto,Two-Door Car
QF21045,Oregon,F,College,0,99205,68,0,323,Personal Auto,Two-Door Car
HF65914,AZ,M,College,0,0,92,0,441,Personal Auto,Two-Door Car
AJ58038,California,F,Bachelor,0,0,66,0,433,Corporate Auto,Four-Door Car
ZR88383,Nevada,F,College,0,55350,67,0,321,Personal Auto,Four-Door Car
OT49339,Oregon,M,College,0,21052,111,0,453,Corporate Auto,SUV
FI74985,Oregon,F,High School or Below,0,0,69,0,496,Personal Auto,Four-Door Car
JW15301,AZ,M,High School or Below,0,24664,69,0,496,Corporate Auto,Four-Door Car
PY20159,Nevada,M,College,0,45225,124,0,209,Corporate Auto,Sports Car
NC42524,California,M,College,0,30430,86,0,425,Special Auto,Four-Door Car
ZG19911,California,F,Bachelor,0,35149,64,0,120,Personal Auto,Two-Door Car
DI89983,California,M,Bachelor,0,16513,71,0,340,Personal Auto,Four-Door Car
IG56214,Nevada,M,High School or Below,0,10892,66,0,316,Personal Auto,Four-Door Car
CA86085,Washington,M,High School or Below,0,67176,72,0,345,Personal Auto,Four-Door Car
UO95739,Oregon,M,College,0,54704,113,0,468,Personal Auto,SUV
SB64873,Oregon,M,Doctor,0,25381,71,0,340,Personal Auto,Four-Door Car
TE82896,Oregon,F,High School or Below,0,0,74,0,355,Personal Auto,Four-Door Car
VY64199,Oregon,F,Bachelor,0,18150,67,0,220,Corporate Auto,Four-Door Car
IE82679,California,M,Bachelor,0,29735,69,0,331,Personal Auto,Four-Door Car
SL70257,Nevada,F,College,0,77156,73,0,445,Personal Auto,Four-Door Car
XJ85947,Oregon,F,College,0,88782,78,0,357,Personal Auto,Four-Door Car
EF84269,California,F,College,0,51489,139,0,236,Personal Auto,SUV
NY91328,California,F,Bachelor,0,16972,125,0,600,Personal Auto,SUV
AT49447,California,M,Bachelor,0,99359,95,0,233,Personal Auto,Two-Door Car
BM70908,AZ,M,College,0,58289,62,0,297,Personal Auto,Two-Door Car
GM63998,Oregon,F,Doctor,0,45173,268,0,1286,Personal Auto,Luxury Car
AR61426,California,F,Bachelor,0,93246,78,0,41,Personal Auto,Two-Door Car
CB62406,AZ,M,High School or Below,0,43758,171,0,1129,Corporate Auto,SUV
WH82416,Oregon,M,Bachelor,0,75651,81,0,375,Personal Auto,Four-Door Car
UI53874,AZ,F,Doctor,0,0,67,0,321,Personal Auto,Four-Door Car
LM44949,Oregon,F,Doctor,0,36938,70,0,244,Special Auto,Four-Door Car
JR59597,California,M,Bachelor,0,50843,82,0,393,Personal Auto,Two-Door Car
ZS22428,California,F,Bachelor,0,21907,62,0,2,Personal Auto,Four-Door Car
AZ34845,California,F,Bachelor,0,77846,119,0,342,Personal Auto,Sports Car
XZ34917,Washington,M,Bachelor,0,41043,72,0,345,Personal Auto,Four-Door Car
QU20310,AZ,F,High School or Below,0,97030,76,0,416,Corporate Auto,Four-Door Car
NQ42020,Oregon,M,High School or Below,0,80864,182,0,618,Personal Auto,Luxury SUV
ZF40143,Nevada,F,College,0,48197,106,0,508,Personal Auto,Four-Door Car
GU65780,California,M,Doctor,0,70837,73,0,362,Personal Auto,Four-Door Car
KY32675,AZ,M,High School or Below,0,85297,93,0,620,Special Auto,Two-Door Car
ZX35838,Oregon,F,Master,0,70177,115,0,225,Personal Auto,Four-Door Car
LU42720,Nevada,M,College,0,52499,138,0,1171,Personal Auto,SUV
FB25242,Oregon,M,College,0,63143,71,0,340,Corporate Auto,Four-Door Car
RW51650,Oregon,M,Bachelor,0,97361,73,0,350,Personal Auto,Four-Door Car
XX94684,Nevada,M,High School or Below,0,50052,130,0,624,Personal Auto,Sports Car
AH99727,AZ,F,Bachelor,0,11612,71,0,340,Personal Auto,Four-Door Car
NZ85858,AZ,F,High School or Below,0,78115,65,0,255,Personal Auto,Four-Door Car
JU19953,California,F,Master,0,81947,71,0,203,Personal Auto,Two-Door Car
LC33025,Oregon,M,College,0,44698,211,0,1012,Personal Auto,Luxury Car
BV86143,California,F,High School or Below,0,26876,66,0,219,Personal Auto,Four-Door Car
AY88788,Oregon,F,College,0,69841,192,0,878,Personal Auto,Luxury SUV
OJ33945,Oregon,F,High School or Below,0,97768,72,0,151,Personal Auto,Two-Door Car
LO84523,Oregon,M,High School or Below,0,0,187,0,1588,Personal Auto,Luxury Car
HZ25580,Washington,F,High School or Below,0,39062,61,0,346,Corporate Auto,Two-Door Car
AR96516,Oregon,F,Bachelor,0,50217,74,0,355,Personal Auto,Two-Door Car
JP69864,Washington,F,Bachelors,0,24910,63,0,347,Personal Auto,Four-Door Car
DL26809,Nevada,M,College,0,0,68,0,489,Personal Auto,Two-Door Car
MV69686,Oregon,F,Doctor,0,38500,99,0,423,Corporate Auto,Four-Door Car
SC95565,Nevada,F,High School or Below,0,62018,71,0,293,Personal Auto,Two-Door Car
RL31641,Oregon,F,College,0,0,65,0,468,Personal Auto,Two-Door Car
OH83248,California,M,Master,0,57394,106,0,316,Personal Auto,Four-Door Car
DB28979,California,M,Bachelor,0,23530,65,0,312,Corporate Auto,Two-Door Car
ZS32263,California,F,High School or Below,0,48887,95,0,456,Personal Auto,Four-Door Car
IY59173,Oregon,F,Master,0,68867,129,0,619,Personal Auto,SUV
KL17620,California,F,College,0,12062,63,0,302,Corporate Auto,Four-Door Car
CP28581,AZ,M,College,0,59230,107,0,245,Personal Auto,SUV
QR15592,AZ,F,Bachelor,0,59586,72,0,91,Personal Auto,Four-Door Car
RI85578,Washington,F,Bachelors,0,79699,65,0,348,Personal Auto,Two-Door Car
TG68823,AZ,F,Bachelor,0,25134,67,0,321,Personal Auto,Four-Door Car
WO78310,Oregon,F,College,0,0,61,0,292,Personal Auto,Four-Door Car
SC78905,Oregon,F,College,0,0,61,0,292,Personal Auto,Four-Door Car
EL88957,California,M,College,0,0,100,0,720,Personal Auto,SUV
SS54050,California,M,Bachelor,0,44901,70,0,460,Personal Auto,Four-Door Car
ZV99487,AZ,F,Bachelor,0,0,93,0,149,Personal Auto,Four-Door Car
XI51746,Oregon,F,Bachelor,0,28463,113,0,324,Personal Auto,SUV
KG85675,Nevada,F,Bachelor,0,13037,124,0,839,Personal Auto,SUV
KK64803,California,M,High School or Below,0,82320,99,0,475,Personal Auto,Four-Door Car
OM80593,California,F,Bachelor,0,0,104,0,499,Personal Auto,SUV
RL59810,Oregon,F,College,0,78460,64,0,203,Personal Auto,Four-Door Car
QQ53360,Nevada,M,College,0,0,92,0,657,Personal Auto,Two-Door Car
WR76339,California,M,College,0,46922,64,0,403,Corporate Auto,Two-Door Car
BA40043,California,M,College,0,60689,74,0,5,Corporate Auto,Four-Door Car
MK52197,Nevada,F,Master,0,0,71,0,340,Personal Auto,Four-Door Car
SV48204,Oregon,F,College,0,61108,89,0,49,Personal Auto,Four-Door Car
RJ79502,AZ,M,Bachelor,0,98003,107,0,449,Personal Auto,SUV
LY14355,Washington,F,High School or Below,0,73847,73,0,350,Personal Auto,Two-Door Car
NL32558,AZ,F,High School or Below,0,22081,84,0,451,Personal Auto,Two-Door Car
CP92616,Nevada,M,High School or Below,0,83006,235,0,1065,Personal Auto,Luxury SUV
BP28492,AZ,F,College,0,38713,66,0,316,Corporate Auto,Four-Door Car
MX28412,Oregon,F,College,0,28700,68,0,326,Personal Auto,Four-Door Car
DT99586,California,F,Master,0,61552,115,0,12,Personal Auto,SUV
IC41932,Nevada,M,College,0,56718,113,0,542,Personal Auto,SUV
DA35744,Oregon,M,Doctor,0,66776,71,0,131,Corporate Auto,Four-Door Car
GU96042,California,M,High School or Below,0,58268,67,0,228,Corporate Auto,Two-Door Car
UW98698,California,M,College,0,0,68,0,542,Personal Auto,Four-Door Car
SF32458,California,M,Doctor,0,12608,66,0,214,Personal Auto,Four-Door Car
OM85313,California,M,Master,0,63499,73,0,278,Personal Auto,Four-Door Car
MH81246,Oregon,M,High School or Below,0,36247,96,0,329,Corporate Auto,Four-Door Car
OH99089,California,F,Master,0,30228,73,0,163,Personal Auto,Four-Door Car
TG57800,Oregon,F,College,0,0,74,0,501,Personal Auto,Two-Door Car
GX19342,California,F,High School or Below,0,0,116,0,1193,Personal Auto,Four-Door Car
XE39286,AZ,F,Bachelor,0,99364,121,0,580,Personal Auto,Sports Car
JA93297,California,M,Bachelor,0,23665,67,0,404,Personal Auto,Four-Door Car
II37789,AZ,F,College,0,0,94,0,807,Corporate Auto,Four-Door Car
IC32996,Oregon,M,High School or Below,0,69247,61,0,226,Corporate Auto,Two-Door Car
LO67195,AZ,F,College,0,56047,92,0,82,Corporate Auto,Four-Door Car
PG93638,Oregon,M,College,0,28919,73,0,207,Personal Auto,Two-Door Car
OZ41737,Oregon,F,Doctor,0,0,70,0,223,Personal Auto,Four-Door Car
OY66019,Oregon,F,College,0,0,83,0,254,Personal Auto,Four-Door Car
CH73843,AZ,M,High School or Below,0,69900,64,0,33,Personal Auto,Two-Door Car
XT93203,California,M,High School or Below,0,55687,276,0,1324,Personal Auto,Luxury SUV
OR85652,Oregon,F,Bachelor,0,78294,92,0,181,Personal Auto,Four-Door Car
LR10110,Washington,F,Bachelors,0,0,73,0,350,Corporate Auto,Four-Door Car
XK11432,AZ,M,Bachelor,0,0,62,0,297,Personal Auto,Two-Door Car
OX24868,California,F,High School or Below,0,0,168,0,1476,Personal Auto,SUV
EZ74530,Nevada,M,High School or Below,0,0,104,0,748,Personal Auto,Sports Car
HP46467,Oregon,F,College,0,21385,127,0,609,Corporate Auto,SUV
KP54476,California,M,Master,0,87128,97,0,495,Personal Auto,Two-Door Car
AI47152,Nevada,F,College,0,35434,66,0,297,Personal Auto,Four-Door Car
BU15334,California,F,Master,0,29462,107,0,513,Corporate Auto,SUV
GD59796,Nevada,F,College,0,53243,102,0,489,Personal Auto,Four-Door Car
OX59701,California,M,High School or Below,0,21006,139,0,667,Personal Auto,SUV
OD63728,California,F,College,0,0,65,0,312,Personal Auto,Two-Door Car
JC38573,Oregon,M,Bachelor,0,36088,72,0,345,Corporate Auto,Four-Door Car
RC11491,Oregon,F,College,0,28948,131,0,295,Corporate Auto,SUV
RZ24101,Nevada,F,College,0,24417,185,0,888,Personal Auto,SUV
OB88698,Oregon,M,High School or Below,0,67099,69,0,22,Personal Auto,Two-Door Car
IK92617,Oregon,F,Bachelor,0,97830,96,0,298,Personal Auto,Four-Door Car
YH43996,AZ,M,College,0,0,101,0,727,Personal Auto,Four-Door Car
BJ65040,AZ,F,High School or Below,0,93558,67,0,478,Personal Auto,Four-Door Car
WY57101,AZ,F,Doctor,0,37384,99,0,475,Personal Auto,Four-Door Car
OG77759,AZ,M,Bachelor,0,28227,62,0,551,Personal Auto,Four-Door Car
HN38084,Nevada,M,High School or Below,0,51008,74,0,355,Corporate Auto,Two-Door Car
GD11927,California,M,High School or Below,0,78185,61,0,292,Personal Auto,Four-Door Car
MC20349,California,F,Bachelor,0,0,74,0,532,Personal Auto,Four-Door Car
HM22034,Nevada,M,College,0,0,68,0,670,Personal Auto,Four-Door Car
KH48996,AZ,F,Bachelor,0,97205,100,0,5,Personal Auto,Sports Car
VF32979,Washington,F,Bachelors,0,25472,73,0,350,Corporate Auto,Four-Door Car
LS90887,California,F,Bachelor,0,26225,72,0,320,Special Auto,Four-Door Car
EN72010,Oregon,M,College,0,20545,70,0,336,Personal Auto,Two-Door Car
KH44031,Oregon,F,Master,0,0,83,0,398,Personal Auto,Four-Door Car
GJ47896,AZ,F,College,0,35503,67,0,216,Personal Auto,Two-Door Car
GD87742,Oregon,F,College,0,58988,118,0,566,Personal Auto,Sports Car
MD14027,Nevada,F,Bachelor,0,0,74,0,355,Personal Auto,Two-Door Car
XA32915,Nevada,M,High School or Below,0,0,64,0,685,Personal Auto,Two-Door Car
XR52852,Oregon,F,College,0,0,66,0,316,Special Auto,Four-Door Car
EZ48947,Nevada,M,College,0,67197,111,0,147,Special Auto,SUV
OJ50322,Nevada,M,High School or Below,0,39032,198,0,950,Personal Auto,SUV
XB77333,Oregon,F,College,0,0,68,0,326,Personal Auto,Four-Door Car
QB58745,California,M,High School or Below,0,34927,70,0,242,Personal Auto,Two-Door Car
IG62421,Nevada,M,Doctor,0,30817,88,0,91,Personal Auto,Four-Door Car
SF29724,California,F,Bachelor,0,31535,70,0,90,Personal Auto,Four-Door Car
WM95454,California,F,Bachelor,0,23376,78,0,374,Personal Auto,Four-Door Car
CB96381,California,F,College,0,46244,62,0,255,Corporate Auto,Four-Door Car
MJ60422,AZ,M,Bachelor,0,34886,84,0,403,Personal Auto,Two-Door Car
NC63295,AZ,M,High School or Below,0,0,66,0,316,Corporate Auto,Four-Door Car
CM55703,Washington,F,College,0,33746,74,0,355,Personal Auto,Two-Door Car
ZE76673,Oregon,M,Doctor,0,24164,137,0,657,Personal Auto,Sports Car
TO60700,Washington,F,Bachelors,0,25859,74,0,355,Special Auto,Four-Door Car
WF34690,Oregon,F,Bachelor,0,0,68,0,326,Personal Auto,Four-Door Car
ZM28138,AZ,F,Bachelor,0,40153,61,0,340,Personal Auto,Four-Door Car
FI14842,Nevada,F,College,0,0,104,0,499,Personal Auto,SUV
KC32511,Oregon,F,Master,0,97131,64,0,307,Personal Auto,Four-Door Car
NE10467,AZ,F,High School or Below,0,23712,106,0,508,Corporate Auto,SUV
PT93474,Oregon,F,Bachelor,0,0,64,0,307,Personal Auto,Four-Door Car
RL74454,Nevada,F,Bachelor,0,33171,65,0,236,Personal Auto,Four-Door Car
DQ31994,Nevada,F,College,0,0,83,0,398,Corporate Auto,Four-Door Car
DN98431,Oregon,F,High School or Below,0,0,68,0,326,Corporate Auto,Four-Door Car
EV53200,Nevada,M,College,0,60228,112,0,286,Personal Auto,SUV
AJ89107,AZ,M,High School or Below,0,27072,93,0,565,Personal Auto,Four-Door Car
WS25565,California,M,Master,0,26057,74,0,523,Personal Auto,Four-Door Car
ZY33234,Nevada,F,High School or Below,0,66331,107,0,513,Personal Auto,Two-Door Car
PS69748,Washington,M,College,0,83846,74,0,355,Personal Auto,Four-Door Car
HL33607,Washington,M,College,0,83846,74,0,355,Personal Auto,Four-Door Car
DG90902,California,F,College,0,45106,73,0,350,Personal Auto,Four-Door Car
SW96063,AZ,F,Bachelor,0,78435,130,0,553,Personal Auto,SUV
CP19929,California,F,Bachelor,0,0,63,0,453,Corporate Auto,Two-Door Car
KR50062,Oregon,M,College,0,79507,70,0,442,Personal Auto,Two-Door Car
CU19735,Arizona,M,High School or Below,0,44986,101,0,624,Corporate Auto,SUV
ST52914,Arizona,M,College,0,25899,79,0,568,Personal Auto,Two-Door Car
WQ68301,Oregon,M,Bachelor,0,13610,74,0,355,Personal Auto,Four-Door Car
LR33381,Nevada,M,Doctor,0,0,65,0,312,Personal Auto,Four-Door Car
UR36912,California,M,Bachelor,0,77362,70,0,386,Personal Auto,Two-Door Car
SK46419,California,M,High School or Below,0,96443,102,0,489,Personal Auto,SUV
BY88757,California,M,Master,0,0,135,0,939,Personal Auto,SUV
ER65086,Nevada,M,Doctor,0,90778,76,0,62,Personal Auto,Four-Door Car
TP87527,California,F,High School or Below,0,0,65,0,361,Corporate Auto,Four-Door Car
VL80291,Nevada,F,Master,0,78494,79,0,122,Personal Auto,Two-Door Car
WL45773,California,F,Doctor,0,83497,69,0,196,Special Auto,Four-Door Car
TT36693,Nevada,M,College,0,58842,110,0,528,Personal Auto,Four-Door Car
PT12544,Arizona,M,College,0,63935,87,0,221,Personal Auto,Four-Door Car
CI24326,Oregon,M,Bachelor,0,0,96,0,460,Personal Auto,Four-Door Car
YQ73717,California,M,High School or Below,0,0,69,0,331,Personal Auto,Four-Door Car
FG99706,Oregon,F,College,0,0,77,0,369,Personal Auto,Four-Door Car
OM63414,Arizona,F,Bachelor,0,62258,65,0,117,Personal Auto,Two-Door Car
JQ74890,Nevada,M,Bachelor,0,0,80,0,739,Corporate Auto,Four-Door Car
FP93662,California,F,Master,0,58516,98,0,470,Corporate Auto,Two-Door Car
SA40041,Washington,F,Bachelor,0,22814,73,0,360,Personal Auto,Four-Door Car
EW82164,California,F,Bachelor,0,56901,104,0,499,Personal Auto,SUV
KV99550,California,M,High School or Below,0,0,61,0,292,Personal Auto,Four-Door Car
CA96230,California,M,Doctor,0,99443,117,0,228,Personal Auto,SUV
QN17712,Oregon,F,College,0,0,113,0,373,Personal Auto,SUV
KM79894,Arizona,M,Master,0,88246,77,0,428,Corporate Auto,Four-Door Car
KR25511,Washington,M,High School or Below,0,26876,76,0,364,Corporate Auto,Four-Door Car
DZ45471,Nevada,M,College,0,64801,64,0,268,Personal Auto,Four-Door Car
DE18949,Oregon,F,College,0,57029,68,0,135,Corporate Auto,Two-Door Car
BN74268,Arizona,F,College,0,28045,99,0,475,Personal Auto,Four-Door Car
QJ93301,Nevada,M,Master,0,44661,101,0,436,Personal Auto,Two-Door Car
OO92815,Arizona,F,High School or Below,0,21246,83,0,398,Personal Auto,Four-Door Car
HV50891,Nevada,M,Doctor,0,31278,92,0,441,Personal Auto,Two-Door Car
RK59543,California,F,High School or Below,0,74454,71,0,340,Personal Auto,Four-Door Car
IH54239,California,M,Master,0,62474,63,0,112,Personal Auto,Four-Door Car
GB14456,Nevada,M,High School or Below,0,0,130,0,1376,Personal Auto,SUV
RC95515,Arizona,M,College,0,20647,63,0,185,Personal Auto,Four-Door Car
TI61458,California,F,Bachelor,0,33806,89,0,395,Personal Auto,Four-Door Car
RB49468,Oregon,F,Bachelor,0,0,70,0,340,Personal Auto,Four-Door Car
SJ18454,Oregon,M,High School or Below,0,0,111,0,900,Personal Auto,Sports Car
KC19420,California,F,College,0,19589,127,0,1027,Personal Auto,SUV
TP12241,California,F,College,0,22338,67,0,307,Personal Auto,Two-Door Car
BD89564,Nevada,M,College,0,66839,154,0,739,Personal Auto,Sports Car
EC71986,Washington,F,High School or Below,0,26736,63,0,367,Personal Auto,Four-Door Car
CJ97736,Oregon,F,College,0,31364,74,0,461,Personal Auto,Four-Door Car
QF59448,Washington,M,College,0,17752,77,0,369,Personal Auto,Four-Door Car
YB70005,Oregon,M,College,0,36225,123,0,221,Special Auto,SUV
QI40455,Oregon,F,Doctor,0,0,107,0,271,Personal Auto,SUV
YL72747,California,M,High School or Below,0,0,61,0,292,Personal Auto,Four-Door Car
FL18392,California,F,Bachelor,0,77601,71,0,276,Personal Auto,Two-Door Car
AL21967,Oregon,M,Master,0,74243,84,0,71,Corporate Auto,Four-Door Car
KC67431,California,F,College,0,46707,133,0,80,Personal Auto,Sports Car
EG40823,Oregon,F,Bachelor,0,0,116,0,765,Personal Auto,SUV
QO89177,California,M,College,0,50234,101,0,484,Personal Auto,Four-Door Car
AV72430,Oregon,M,Master,0,75526,103,0,494,Personal Auto,Four-Door Car
TL18087,Washington,M,Bachelor,0,65083,77,0,369,Personal Auto,Four-Door Car
WI29961,Nevada,M,High School or Below,0,28343,69,0,331,Personal Auto,Two-Door Car
ZR11692,California,M,Bachelor,0,74948,64,0,216,Corporate Auto,Four-Door Car
No36572,Oregon,M,High School or Below,0,22728,116,0,556,Personal Auto,Four-Door Car
YZ56105,California,F,High School or Below,0,0,99,0,712,Personal Auto,Two-Door Car
MN62189,California,F,High School or Below,0,17331,117,0,1138,Personal Auto,SUV
MQ32284,California,F,College,0,35133,102,0,692,Personal Auto,SUV
NS38229,Nevada,F,College,0,63147,64,0,87,Personal Auto,Four-Door Car
IB41597,California,F,College,0,67575,91,0,401,Personal Auto,Four-Door Car
IP68868,Oregon,M,High School or Below,0,0,111,0,799,Personal Auto,Two-Door Car
EL70257,California,F,High School or Below,0,48315,71,0,340,Personal Auto,Four-Door Car
NB27041,Arizona,F,High School or Below,0,34337,113,0,542,Corporate Auto,Four-Door Car
BM28359,Oregon,M,High School or Below,0,33818,72,0,341,Personal Auto,Four-Door Car
VB77950,California,F,High School or Below,0,22439,98,0,470,Personal Auto,Four-Door Car
PE47967,Oregon,F,College,0,79055,186,0,177,Personal Auto,Luxury SUV
QR47308,Nevada,F,College,0,45191,69,0,330,Personal Auto,Four-Door Car
YU49449,California,M,Bachelor,0,41990,66,0,316,Personal Auto,Four-Door Car
KN25124,Oregon,F,Master,0,50979,61,0,262,Personal Auto,Two-Door Car
HI51182,Oregon,F,College,0,59888,106,0,712,Personal Auto,Four-Door Car
MS18916,California,M,College,0,20978,98,0,1176,Personal Auto,Four-Door Car
IE40701,California,M,High School or Below,0,32807,73,0,350,Personal Auto,Four-Door Car
UT48216,Nevada,M,College,0,58414,210,0,1008,Personal Auto,Luxury SUV
VN92740,Arizona,F,College,0,50071,71,0,18,Corporate Auto,Two-Door Car
IZ55070,Nevada,F,High School or Below,0,67796,69,0,331,Personal Auto,Four-Door Car
HI74419,Washington,M,College,0,50825,102,0,369,Personal Auto,SUV
MP76478,Washington,F,High School or Below,0,64125,108,0,369,Corporate Auto,SUV
DY30071,Oregon,M,Bachelor,0,69387,71,0,71,Personal Auto,Four-Door Car
ZN24083,Oregon,M,Doctor,0,29084,71,0,492,Corporate Auto,Four-Door Car
JU74347,Oregon,M,Bachelor,0,60214,100,0,291,Corporate Auto,Sports Car
YJ35850,Oregon,M,High School or Below,0,96018,122,0,390,Personal Auto,SUV
IE15348,Washington,F,High School or Below,0,28466,102,0,371,Personal Auto,SUV
GP67816,California,F,High School or Below,0,60233,116,0,481,Personal Auto,Two-Door Car
PW51793,Oregon,M,Bachelor,0,52920,93,0,1101,Personal Auto,Four-Door Car
UF59346,California,M,Bachelor,0,90310,104,0,166,Personal Auto,SUV
FG29932,California,M,College,0,58414,210,0,1008,Special Auto,Luxury SUV
UX71137,Washington,F,Doctor,0,69205,110,0,372,Personal Auto,Four-Door Car
BY54111,Oregon,M,High School or Below,0,21159,73,0,350,Personal Auto,Four-Door Car
RM83767,Washington,M,College,0,64008,85,0,372,Personal Auto,Four-Door Car
PT15464,Arizona,F,Bachelor,0,68236,114,0,20,Personal Auto,SUV
BP92643,Arizona,F,High School or Below,0,59207,116,0,556,Personal Auto,Four-Door Car
BW94308,Washington,F,High School or Below,0,92766,71,0,379,Personal Auto,Two-Door Car
GQ46925,Arizona,M,High School or Below,0,77563,143,0,545,Personal Auto,Sports Car
RF14806,Arizona,F,College,0,33415,78,0,374,Personal Auto,Four-Door Car
KJ23009,California,F,Bachelor,0,20179,133,0,638,Corporate Auto,SUV
IB81655,California,M,Bachelor,0,50147,101,0,484,Personal Auto,SUV
SV62436,Washington,nan,Bachelor,0,13789,79,0,379,Personal Auto,Four-Door Car
HR64684,Oregon,M,Master,0,0,99,0,475,Personal Auto,Four-Door Car
QS96715,Nevada,F,High School or Below,0,93715,102,0,254,Personal Auto,SUV
SW55711,Oregon,M,High School or Below,0,23540,103,0,494,Corporate Auto,Two-Door Car
LZ19268,California,F,College,0,25370,102,0,489,Personal Auto,Sports Car
FU74983,Nevada,F,Bachelor,0,68771,96,0,276,Personal Auto,Four-Door Car
KB99097,California,F,Bachelor,0,0,73,0,350,Special Auto,Two-Door Car
AP52126,Oregon,F,College,0,68562,108,0,228,Personal Auto,SUV
EX61844,Arizona,M,High School or Below,0,36733,71,0,327,Personal Auto,Four-Door Car
QC30857,Nevada,F,College,0,45768,73,0,191,Personal Auto,Two-Door Car
RT69513,California,F,Bachelor,0,0,64,0,307,Personal Auto,Four-Door Car
HV85198,Arizona,M,Master,0,63513,70,0,185,Personal Auto,Four-Door Car
BS91566,Arizona,F,College,0,58161,68,0,140,Corporate Auto,Four-Door Car
IL40123,Nevada,F,College,0,83640,70,0,471,Corporate Auto,Two-Door Car
MY32149,California,F,Master,0,0,96,0,28,Personal Auto,Two-Door Car
SA91515,California,M,Bachelor,0,0,111,0,700,Personal Auto,SUV
